,id,name,followers,genres,image,url,uri
0,2wJ4vsxWd7df7dRU4KcoDe,Sharon Van Etten,467601,"['art pop', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'new jersey indie', 'singer-songwriter']",https://i.scdn.co/image/ab676161000051743f701caa98c66d99d038d28d,https://open.spotify.com/artist/2wJ4vsxWd7df7dRU4KcoDe,spotify:artist:2wJ4vsxWd7df7dRU4KcoDe
