parent_airline,airline,aircraft_type,current,future,historic,total,orders,unit_cost,total_cost_current,average_age
Aegean Airlines,Aegean Airlines,Airbus A319,1,0,3,4,0,90,90,11.6
Aegean Airlines,Olympic Air,Airbus A319,0,0,8,8,0,90,-1,-1
Aegean Airlines,Aegean Airlines,Airbus A320,38,0,3,41,0,98,3724,7.5
Aegean Airlines,Olympic Air,Airbus A320,0,0,9,9,0,98,-1,-1
Aegean Airlines,Aegean Airlines,Airbus A321,8,0,0,8,0,115,919,10.3
Aegean Airlines,Olympic Air,ATR 42/72,2,0,0,2,0,22,44,2.4
Aegean Airlines,Aegean Airlines,ATR 42/72,0,0,6,6,0,22,-1,-1
Aegean Airlines,Aegean Airlines,Boeing 737,0,0,17,17,0,74,-1,-1
Aegean Airlines,Aegean Airlines,British Aerospace BAe 146/Avro RJ,0,0,6,6,0,14,-1,-1
Aegean Airlines,Olympic Air,De Havilland Canada DHC-8 Dash 8,12,0,7,19,0,31,376,12.6
Aeroflot,Aeroflot,Airbus A310,0,0,14,14,0,75,-1,-1
Aeroflot,Rossiya Airlines,Airbus A319,26,0,5,31,0,90,2330,12.7
Aeroflot,Aeroflot,Airbus A319,0,0,15,15,0,90,-1,-1
Aeroflot,Aurora Airlines,Airbus A319,10,0,0,10,0,90,896,11
Aeroflot,Aeroflot,Airbus A320,71,1,3,75,11,98,6958,5.7
Aeroflot,Rossiya Airlines,Airbus A320,5,0,8,13,0,98,490,15.2
Aeroflot,Aeroflot,Airbus A321,31,0,8,39,9,115,3562,3.6
Aeroflot,Aeroflot,Airbus A330,22,0,0,22,0,240,5280,5.9
Aeroflot,Aeroflot,Airbus A350,0,0,0,0,22,312,-1,-1
Aeroflot,Aeroflot,Antonov An-124,0,0,3,3,0,75,-1,-1
Aeroflot,Rossiya Airlines,Antonov An-124,0,0,2,2,0,75,-1,-1
Aeroflot,Rossiya Airlines,Antonov An-148/An-158,0,0,6,6,0,28,-1,-1
Aeroflot,Aeroflot,Boeing 737,20,1,16,37,26,74,1480,1.6
Aeroflot,Pobeda,Boeing 737,12,0,0,12,0,74,888,2.1
Aeroflot,Rossiya Airlines,Boeing 737,17,1,5,23,0,74,1258,9.6
Aeroflot,Aurora Airlines,Boeing 737,0,0,5,5,0,74,-1,-1
Aeroflot,Rossiya Airlines,Boeing 747,7,2,0,9,2,316,2211,16.7
Aeroflot,Aeroflot,Boeing 767,0,0,13,13,0,187,-1,-1
Aeroflot,Rossiya Airlines,Boeing 767,0,0,3,3,0,187,-1,-1
Aeroflot,Aeroflot,Boeing 777,15,0,2,17,1,295,4418,2.5
Aeroflot,Rossiya Airlines,Boeing 777,6,5,1,12,5,295,1767,17.7
Aeroflot,Aeroflot,Boeing 787,0,0,0,0,22,265,-1,-1
Aeroflot,Aurora Airlines,De Havilland Canada DHC-8 Dash 8,8,2,1,12,0,31,250,14.8
Aeroflot,Rossiya Airlines,Ilyushin Il-62,0,0,1,1,0,45,-1,-1
Aeroflot,Aeroflot,Ilyushin Il-96,0,0,10,10,0,45,-1,-1
Aeroflot,Rossiya Airlines,Ilyushin Il-96,0,0,5,5,0,45,-1,-1
Aeroflot,Aeroflot,Irkut MC-21,0,0,0,0,50,82,-1,-1
Aeroflot,Aeroflot,McDonnell Douglas DC-10,0,0,3,3,0,145,-1,-1
Aeroflot,Aeroflot,McDonnell Douglas MD-11,0,0,3,3,0,175,-1,-1
Aeroflot,Rossiya Airlines,Sukhoi Superjet 100,0,0,0,0,20,28,-1,-1
Aeroflot,Aeroflot,Sukhoi Superjet 100,30,0,10,40,20,28,825,2.2
Aeroflot,Aeroflot,Tupolev Tu-134,0,0,1,1,0,16,-1,-1
Aeroflot,Rossiya Airlines,Tupolev Tu-154,0,0,1,1,0,16,-1,-1
Aeroflot,Aeroflot,Tupolev Tu-204,0,0,3,3,0,16,-1,-1
Aeroflot,Rossiya Airlines,Tupolev Tu-204,0,0,2,2,0,16,-1,-1
Aeroflot,Rossiya Airlines,Tupolev Tu-214,0,0,3,3,0,16,-1,-1
Aeroflot,Aurora Airlines,Viking Air DHC 6-400 Twin Otter,2,0,0,0,0,7,13,-1
Aeroflot,Aeroflot,Yakovlev Yak-42,0,0,1,1,0,,-1,-1
Aerolineas Argentinas,Aerolineas Argentinas,Airbus A310,0,0,5,5,0,75,-1,-1
Aerolineas Argentinas,Aerolineas Argentinas,Airbus A320,0,0,2,2,0,98,-1,-1
Aerolineas Argentinas,Aerolineas Argentinas,Airbus A330,9,1,0,10,0,240,2160,9.3
Aerolineas Argentinas,Aerolineas Argentinas,Airbus A340,5,0,8,13,0,216,1078,19.3
Aerolineas Argentinas,Aerolineas Argentinas,Boeing 737,40,1,77,118,0,74,2959,6.6
Aerolineas Argentinas,Austral Líneas Aéreas,Boeing 737,0,0,8,8,0,74,-1,-1
Aerolineas Argentinas,Aerolineas Argentinas,Boeing 747,0,0,17,17,0,316,-1,-1
Aerolineas Argentinas,Aerolineas Argentinas,Boeing 757,0,0,1,1,0,73,-1,-1
Aerolineas Argentinas,Austral Líneas Aéreas,Embraer ERJ-190,26,1,0,27,0,46,1201,5.4
Aerolineas Argentinas,Austral Líneas Aéreas,McDonnell Douglas DC-9,0,0,14,14,0,45,-1,-1
Aerolineas Argentinas,Aerolineas Argentinas,McDonnell Douglas MD-80,0,0,7,7,0,45,-1,-1
Aerolineas Argentinas,Austral Líneas Aéreas,McDonnell Douglas MD-80,0,0,28,28,0,45,-1,-1
Air Algerie,Air Algerie,Airbus A300,0,0,2,2,0,75,-1,-1
Air Algerie,Air Algerie,Airbus A310,0,0,6,6,0,75,-1,-1
Air Algerie,Air Algerie,Airbus A320,0,0,4,4,0,98,-1,-1
Air Algerie,Air Algerie,Airbus A330,8,0,4,12,0,240,1920,8.1
Air Algerie,Air Algerie,Airbus A340,0,0,3,3,0,216,-1,-1
Air Algerie,Air Algerie,ATR 42/72,15,0,0,15,0,22,332,10.4
Air Algerie,Air Algerie,Boeing 737,31,1,38,70,2,74,2293,8.6
Air Algerie,Air Algerie,Boeing 747,0,0,14,14,0,316,-1,-1
Air Algerie,Air Algerie,Boeing 767,2,0,7,9,0,187,374,26.3
Air Algerie,Air Algerie,Boeing 777,0,0,2,2,0,295,-1,-1
Air Algerie,Air Algerie,Boeing 787,0,0,0,0,8,265,-1,-1
Air Algerie,Air Algerie,McDonnell Douglas DC-10,0,0,2,2,0,145,-1,-1
Air Algerie,Air Algerie,McDonnell Douglas DC-8,0,0,24,24,0,6,-1,-1
Air Arabia,Air Arabia,Airbus A320,38,0,28,66,0,98,3724,2.9
Air Arabia,Air Arabia Egypt,Airbus A320,1,0,2,3,0,98,98,9.6
Air Arabia,Air Arabia Jordan,Airbus A320,2,0,1,3,0,98,196,10
Air Arabia,Air Arabia Maroc,Airbus A320,5,0,5,10,0,98,490,4.4
Air Astana,Air Astana,Airbus A319,1,0,0,1,0,90,90,8.4
Air Astana,Air Astana,Airbus A320,9,0,6,15,2,98,882,3.6
Air Astana,Air Astana,Airbus A321,4,0,0,4,8,115,460,10.6
Air Astana,Air Astana,Boeing 737,0,0,4,4,0,74,-1,-1
Air Astana,Air Astana,Boeing 757,5,0,0,5,0,73,363,19.5
Air Astana,Air Astana,Boeing 767,3,0,2,5,0,187,561,3
Air Astana,Air Astana,Boeing 787,0,0,0,0,3,265,-1,-1
Air Astana,Air Astana,Embraer ERJ-190,9,0,0,9,0,46,416,4.5
Air Astana,Air Astana,Fokker F50 / F60,0,0,6,6,0,18,-1,-1
Air Berlin,Air Berlin,Airbus A319,6,0,15,21,0,90,538,8.5
Air Berlin,Air Berlin,Airbus A320,54,7,50,111,0,98,5292,7.6
Air Berlin,Air Berlin,Airbus A321,21,0,2,23,2,115,2413,6
Air Berlin,Air Berlin,Airbus A330,15,2,3,20,2,240,3600,13.1
Air Berlin,Air Berlin,ATR 42/72,0,0,1,1,0,22,-1,-1
Air Berlin,Air Berlin,Boeing 737,14,0,141,155,0,74,1036,9.5
Air Berlin,Air Berlin,Boeing 757,0,0,4,4,0,73,-1,-1
Air Berlin,Air Berlin,British Aerospace BAe 146/Avro RJ,0,0,4,4,0,14,-1,-1
Air Berlin,Air Berlin,De Havilland Canada DHC-8 Dash 8,20,0,0,20,1,31,626,7.4
Air Berlin,Air Berlin,Embraer ERJ-190,0,0,3,3,0,46,-1,-1
Air Berlin,Air Berlin,Fokker F70 / F100,0,0,18,18,0,20,-1,-1
Air Berlin,Air Berlin,McDonnell Douglas MD-80,0,0,1,1,0,45,-1,-1
Air Canada,Air Canada,Airbus A319,15,0,33,48,0,90,1344,18.9
Air Canada,Air Canada Jetz,Airbus A319,3,0,2,5,0,90,269,18.7
Air Canada,Air Canada Rouge,Airbus A319,20,0,0,20,0,90,1792,18.6
Air Canada,Air Canada,Airbus A320,42,0,13,55,0,98,4116,23.3
Air Canada,Air Canada Jetz,Airbus A320,0,0,5,5,0,,-1,-1
Air Canada,Air Canada,Airbus A321,15,0,3,18,0,115,1724,13.7
Air Canada,Air Canada Rouge,Airbus A321,5,0,0,5,0,115,575,1
Air Canada,Air Canada,Airbus A330,8,0,0,8,0,240,1920,16.3
Air Canada,Air Canada,Airbus A340,0,0,15,15,0,216,-1,-1
Air Canada,Air Canada,Boeing 727,0,0,28,28,0,4,-1,-1
Air Canada,Air Canada,Boeing 737,0,0,44,44,61,74,-1,-1
Air Canada,Air Canada Jetz,Boeing 737,0,0,2,2,0,74,-1,-1
Air Canada,Air Canada,Boeing 747,0,0,15,15,0,316,-1,-1
Air Canada,Air Canada,Boeing 767,15,0,48,63,0,187,2804,25.8
Air Canada,Air Canada Rouge,Boeing 767,19,0,0,19,6,187,3551,18.6
Air Canada,Air Canada,Boeing 777,25,0,0,25,0,295,7364,7.1
Air Canada,Air Canada,Boeing 787 Dreamliner,21,3,0,24,16,265,5567,1.4
Air Canada,Air Canada,Bombardier CS300,0,0,0,0,45,72,-1,-1
Air Canada,Air Canada,Canadair CRJ-100 Series,0,0,26,26,0,32,-1,-1
Air Canada,Air Canada Regional,Canadair CRJ-100 Series,1,0,0,1,0,32,32,18.2
Air Canada,Air Canada,Embraer ERJ-170,0,0,15,15,0,39,-1,-1
Air Canada,Air Canada,Embraer ERJ-190,25,0,20,45,0,46,1155,9.5
Air Canada,Air Canada,McDonnell Douglas DC-8,0,0,43,43,0,6,-1,-1
Air Canada,Air Canada,McDonnell Douglas DC-9,0,0,64,64,0,45,-1,-1
Air China,Air Macau (66.9%),Airbus A300,0,0,8,8,0,75,-1,-1
Air China,Air China,Airbus A319,33,0,3,36,0,90,2957,10.5
Air China,Shenzhen Airlines,Airbus A319,5,0,0,5,0,90,448,10.5
Air China,Air Macau (66.9%),Airbus A319,4,0,1,5,0,90,358,14.1
Air China,Air China,Airbus A320,43,2,5,50,49,98,4214,4.6
Air China,Shenzhen Airlines,Airbus A320,79,1,1,81,0,98,7742,5.3
Air China,Air Macau (66.9%),Airbus A320,3,0,4,7,0,98,294,3.9
Air China,Air China,Airbus A321,55,3,0,58,0,115,6320,5.3
Air China,Air Macau (66.9%),Airbus A321,10,0,5,15,0,115,1149,6.1
Air China,Air China,Airbus A330,54,1,0,55,12,240,12960,5.8
Air China,Shenzhen Airlines,Airbus A330,0,0,0,0,6,240,-1,-1
Air China,Air China,Airbus A340,0,0,6,6,0,216,-1,-1
Air China,Air China,Airbus A350 XWB,0,1,0,1,10,312,-1,-1
Air China,Air China,Boeing 737,144,1,75,220,70,74,10653,6.6
Air China,Shenzhen Airlines,Boeing 737,87,0,22,109,0,74,6436,6.5
Air China,Shandong Airlines (51%),Boeing 737,98,1,16,115,36,74,7250,4.7
Air China,Air China Inner Mongolia,Boeing 737,3,0,0,3,0,74,222,9.1
Air China,Kunming Airlines (80%),Boeing 737,18,0,2,20,10,74,1332,4.7
Air China,Dalian Airlines (80%),Boeing 737,9,0,0,9,0,74,666,4.5
Air China,Air China,Boeing 747,10,0,18,28,0,316,3158,7.5
Air China,Air China Cargo,Boeing 747,3,0,12,15,0,316,947,14.5
Air China,Air China,Boeing 757,0,0,13,13,0,73,-1,-1
Air China,Air Macau (66.9%),Boeing 757,0,0,1,1,0,73,-1,-1
Air China,Air China Cargo,Boeing 757,4,0,0,4,0,73,290,20.4
Air China,Air China,Boeing 767,0,0,15,15,0,187,-1,-1
Air China,Air China,Boeing 777,29,0,4,33,5,295,8542,6.2
Air China,Air China Cargo,Boeing 777,8,0,0,8,0,295,2356,2.3
Air China,Air China,Boeing 787 Dreamliner,7,1,0,8,9,265,1856,0.4
Air China,Air China,British Aerospace BAe 146/Avro RJ,0,0,4,4,0,14,-1,-1
Air China,Shandong Airlines (51%),Canadair CRJ-100 Series,0,0,12,12,0,32,-1,-1
Air China,Shandong Airlines (51%),Canadair CRJ-700,2,0,0,2,0,41,82,13.3
Air China,Shandong Airlines (51%),Comac ARJ21,0,0,0,0,10,30,-1,-1
Air China,Air China,COMAC C919,0,0,0,0,20,68,-1,-1
Air China,Shandong Airlines (51%),Saab 340,0,0,1,1,0,8,-1,-1
Air China,Air China Cargo,Tupolev Tu-204,0,0,1,1,4,16,-1,-1
Air Europa,Air Europa,Airbus A330,15,0,2,17,0,240,3600,10.4
Air Europa,Air Europa,Airbus A340,0,0,1,1,0,216,-1,-1
Air Europa,Air Europa,ATR 42/72,4,0,6,10,0,22,88,21.9
Air Europa,Air Europa,Boeing 737,21,0,67,88,25,74,1554,8
Air Europa,Air Europa,Boeing 757,0,0,16,16,0,73,-1,-1
Air Europa,Air Europa,Boeing 767,0,0,7,7,0,187,-1,-1
Air Europa,Air Europa,Boeing 787 Dreamliner,3,4,1,8,21,265,795,0.5
Air Europa,Air Europa,Embraer ERJ-145,1,0,0,1,0,20,20,16.9
Air Europa,Air Europa,Embraer ERJ-190,7,0,4,11,0,46,323,6.2
Air Europa,Air Europa,McDonnell Douglas MD-80,0,0,1,1,0,45,-1,-1
Air France/KLM,Air France,Aérospatiale/BAC Concorde,0,0,7,7,0,29,-1,-1
Air France/KLM,Air France,Airbus A300,0,0,25,25,0,75,-1,-1
Air France/KLM,Transavia,Airbus A300,0,0,1,1,0,75,-1,-1
Air France/KLM,Air France,Airbus A310,0,0,11,11,0,75,-1,-1
Air France/KLM,KLM,Airbus A310,0,0,11,11,0,75,-1,-1
Air France/KLM,Transavia,Airbus A310,0,0,1,1,0,75,-1,-1
Air France/KLM,Martinair,Airbus A310,0,0,2,2,0,75,-1,-1
Air France/KLM,Air France,Airbus A318,18,0,0,18,0,66,1193,11.6
Air France/KLM,Air France,Airbus A319,38,0,11,49,0,90,3405,16.2
Air France/KLM,Air France,Airbus A320,43,0,63,106,2,98,4214,9.2
Air France/KLM,Transavia France,Airbus A320,0,0,4,4,0,98,-1,-1
Air France/KLM,Martinair,Airbus A320,0,0,7,7,0,98,-1,-1
Air France/KLM,Air France,Airbus A321,20,0,10,30,0,115,2298,14.1
Air France/KLM,Air France,Airbus A330,15,0,1,16,0,240,3600,14.1
Air France/KLM,KLM,Airbus A330,13,0,4,17,0,240,3120,7.7
Air France/KLM,Air France,Airbus A340,11,0,19,30,0,216,2371,18.3
Air France/KLM,KLM,Airbus A350,0,0,0,0,7,312,-1,-1
Air France/KLM,Air France,Airbus A350-900,0,0,0,0,28,308,-1,-1
Air France/KLM,Air France,Airbus A380,10,0,0,10,0,433,4326,5.9
Air France/KLM,HOP!,ATR 42/72,21,0,8,29,0,22,464,14.9
Air France/KLM,Air France,Boeing 727,0,0,5,5,0,4,-1,-1
Air France/KLM,Air France,Boeing 737,0,0,63,63,0,74,-1,-1
Air France/KLM,KLM,Boeing 737,48,0,44,92,0,74,3551,10.3
Air France/KLM,Transavia France,Boeing 737,26,0,0,26,0,74,1923,5.5
Air France/KLM,Transavia,Boeing 737,37,2,74,113,0,74,2737,9
Air France/KLM,Martinair,Boeing 737,0,0,3,3,0,74,-1,-1
Air France/KLM,Air France,Boeing 747,0,0,73,73,0,316,-1,-1
Air France/KLM,KLM,Boeing 747,20,0,26,46,0,316,6316,21.7
Air France/KLM,Martinair,Boeing 747,1,0,8,9,0,316,316,26.6
Air France/KLM,Transavia,Boeing 757,0,0,10,10,0,73,-1,-1
Air France/KLM,Martinair,Boeing 757,0,0,2,2,0,73,-1,-1
Air France/KLM,Air France,Boeing 767,0,0,9,9,0,187,-1,-1
Air France/KLM,KLM,Boeing 767,0,0,12,12,0,187,-1,-1
Air France/KLM,Martinair,Boeing 767,0,0,8,8,0,187,-1,-1
Air France/KLM,Air France,Boeing 777,70,0,1,71,0,295,20619,11.2
Air France/KLM,KLM,Boeing 777,27,2,0,29,0,295,7953,8.7
Air France/KLM,Air France,Boeing 787 Dreamliner,1,0,0,1,13,265,265,0.1
Air France/KLM,KLM,Boeing 787 Dreamliner,8,3,0,11,13,265,2121,0.7
Air France/KLM,Air France,British Aerospace BAe 146/Avro RJ,0,0,3,3,0,14,-1,-1
Air France/KLM,Transavia,British Aerospace BAe 146/Avro RJ,0,0,1,1,0,14,-1,-1
Air France/KLM,HOP!,Canadair CRJ-100 Series,0,0,8,8,0,32,-1,-1
Air France/KLM,HOP!,Canadair CRJ-1000,14,0,0,14,0,49,686,5.4
Air France/KLM,HOP!,Canadair CRJ-700,12,0,3,15,0,41,492,12.8
Air France/KLM,HOP!,Embraer ERJ-145,16,0,6,22,0,20,314,16.6
Air France/KLM,HOP!,Embraer ERJ-170,15,0,1,16,0,39,581,9.4
Air France/KLM,KLM Cityhopper,Embraer ERJ-170,4,0,0,4,13,39,155,0.5
Air France/KLM,HOP!,Embraer ERJ-190,10,0,0,10,0,46,462,8.8
Air France/KLM,KLM Cityhopper,Embraer ERJ-190,30,0,0,30,0,46,1386,5.5
Air France/KLM,KLM Cityhopper,Fokker F50 / F60,0,0,23,23,0,18,-1,-1
Air France/KLM,Air France,Fokker F70 / F100,0,0,5,5,0,20,-1,-1
Air France/KLM,KLM,Fokker F70 / F100,0,0,6,6,0,20,-1,-1
Air France/KLM,KLM Cityhopper,Fokker F70 / F100,13,0,35,48,0,20,260,20.8
Air France/KLM,Air France,McDonnell Douglas DC-10,0,0,5,5,0,145,-1,-1
Air France/KLM,KLM,McDonnell Douglas DC-10,0,0,12,12,0,145,-1,-1
Air France/KLM,Martinair,McDonnell Douglas DC-10,0,0,5,5,0,145,-1,-1
Air France/KLM,Air France,McDonnell Douglas DC-8,0,0,1,1,0,6,-1,-1
Air France/KLM,KLM,McDonnell Douglas DC-8,0,0,37,37,0,6,-1,-1
Air France/KLM,Martinair,McDonnell Douglas DC-8,0,0,6,6,0,6,-1,-1
Air France/KLM,KLM,McDonnell Douglas DC-9,0,0,25,25,0,45,-1,-1
Air France/KLM,Martinair,McDonnell Douglas DC-9,0,0,4,4,0,45,-1,-1
Air France/KLM,KLM,McDonnell Douglas MD-11,0,0,10,10,0,175,-1,-1
Air France/KLM,Martinair,McDonnell Douglas MD-11,0,0,7,7,0,175,-1,-1
Air France/KLM,Martinair,McDonnell Douglas MD-80,0,0,3,3,0,45,-1,-1
Air France/KLM,KLM Cityhopper,Saab 340,0,0,1,1,0,8,-1,-1
Air India,Air India,Airbus A300,0,0,5,5,0,75,-1,-1
Air India,Air India,Airbus A310,0,0,28,28,0,75,-1,-1
Air India,Air India,Airbus A319,22,0,2,24,0,90,1971,8.5
Air India,Air India,Airbus A320,26,4,12,42,14,98,2548,17.7
Air India,Air India,Airbus A321,20,0,0,20,0,115,2298,8.1
Air India,Air India,Airbus A330,0,0,2,2,0,240,-1,-1
Air India,Air India Regional,ATR 42/72,12,0,3,15,18,22,265,8.4
Air India,Air India Express,Boeing 737,23,0,8,31,0,74,1702,6.7
Air India,Air India,Boeing 737,0,0,5,5,0,74,-1,-1
Air India,Air India Regional,Boeing 737,0,0,1,1,0,74,-1,-1
Air India,Air India,Boeing 747,3,0,28,31,0,316,947,21
Air India,Air India,Boeing 757,0,0,1,1,0,73,-1,-1
Air India,Air India,Boeing 767,0,0,3,3,0,187,-1,-1
Air India,Air India,Boeing 777,15,3,9,27,3,295,4418,7.7
Air India,Air India,Boeing 787 Dreamliner,22,5,0,27,5,265,5832,3.1
Air India,Air India Regional,Canadair CRJ-700,3,0,1,4,0,41,123,13.7
Air India,Air India,Lockheed L-1011 TriStar,0,0,1,1,0,190,-1,-1
Air India,Air India,McDonnell Douglas DC-8,0,0,15,15,0,6,-1,-1
Air Malta,Air Malta,Airbus A319,3,0,0,3,0,,-1,-1
Air Malta,Air Malta,Airbus A320,6,0,0,6,0,,-1,-1
Air Mauritius,Air Mauritius,ATR 42/72,3,0,6,9,0,,-1,9.1
Air Mauritius,Air Mauritius,Airbus A319,2,0,0,2,0,,-1,14.6
Air Mauritius,Air Mauritius,Airbus A330,2,0,0,2,0,,-1,8.3
Air Mauritius,Air Mauritius,Airbus A340,6,0,3,9,0,,-1,16.7
Air Mauritius,Air Mauritius,Airbus A350 XWB,0,1,0,1,0,,-1,-1
Air Mauritius,Air Mauritius,Boeing 747,0,0,5,5,0,,-1,-1
Air Mauritius,Air Mauritius,Boeing 767,0,0,3,3,0,,-1,-1
Air Namibia,Air Namibia,Airbus A319,4,0,1,5,0,,-1,6.5
Air Namibia,Air Namibia,Airbus A330,2,0,0,2,0,,-1,3.4
Air Namibia,Air Namibia,Airbus A340,0,0,2,2,0,,-1,-1
Air Namibia,Air Namibia,Boeing 737,0,0,12,12,0,,-1,-1
Air Namibia,Air Namibia,Boeing 747,0,0,6,6,0,,-1,-1
Air Namibia,Air Namibia,Boeing 767,0,0,1,1,0,,-1,-1
Air Namibia,Air Namibia,De Havilland Canada DHC-8 Dash 8,0,0,1,1,0,,-1,-1
Air Namibia,Air Namibia,Embraer ERJ-145,4,0,0,4,0,,-1,16.6
Air Namibia,Air Namibia,McDonnell Douglas MD-11,0,0,2,2,0,,-1,-1
Air New Zealand,Air New Zealand,Airbus A320,30,0,0,30,0,98,2940,7
Air New Zealand,Air New Zealand,Airbus A321,0,0,0,0,17,115,-1,-1
Air New Zealand,Air New Zealand Link,ATR 42/72,26,0,8,34,0,22,575,7.8
Air New Zealand,Air New Zealand,Boeing 737,0,0,51,51,0,74,-1,-1
Air New Zealand,Air New Zealand,Boeing 747,0,0,15,15,0,316,-1,-1
Air New Zealand,Air New Zealand,Boeing 767,2,0,21,23,0,187,374,22.8
Air New Zealand,Air New Zealand,Boeing 777,15,0,0,15,0,295,4418,7.9
Air New Zealand,Air New Zealand,Boeing 787 Dreamliner,9,1,0,10,3,265,2386,1.7
Air New Zealand,Air New Zealand Link,Bombardier Q300,23,0,0,23,0,31,720,10.2
Air New Zealand,Air New Zealand Link,British Aerospace BAe 146/Avro RJ,0,0,8,8,0,14,-1,-1
Air New Zealand,Air New Zealand,McDonnell Douglas DC-10,0,0,8,8,0,145,-1,-1
Air New Zealand,Air New Zealand,McDonnell Douglas DC-8,0,0,8,8,0,6,-1,-1
Air Transat,Air Transat,Airbus A310,9,0,5,14,0,75,675,26.4
Air Transat,Air Transat,Airbus A320,0,0,2,2,0,98,-1,-1
Air Transat,Air Transat,Airbus A330,14,0,0,14,0,240,3360,15.8
Air Transat,Air Transat,Boeing 727,0,0,1,1,0,4,-1,-1
Air Transat,Air Transat,Boeing 737,18,0,7,25,0,74,1332,10.9
Air Transat,Air Transat,Boeing 757,0,0,9,9,0,73,-1,-1
Air Transport International,Air Transport International,Boeing 757,8,0,0,8,0,73,580,27.2
Air Transport International,Air Transport International,Boeing 767,9,0,5,14,0,187,1682,30.4
Air Transport International,Air Transport International,McDonnell Douglas DC-8,0,0,42,42,0,6,-1,-1
Air Transport Services,ABX Air,Boeing 767,28,0,27,55,0,187,5233,30.5
Air Transport Services,ABX Air,McDonnell Douglas DC-8,0,0,16,16,0,6,-1,-1
Air Transport Services,ABX Air,McDonnell Douglas DC-9,0,0,74,74,0,45,-1,-1
Air Wisconsin,Air Wisconsin,British Aerospace BAe 146/Avro RJ,0,0,26,26,0,14,-1,-1
Air Wisconsin,Air Wisconsin,British Aerospace BAe ATP,0,0,10,10,0,14,-1,-1
Air Wisconsin,Air Wisconsin,Canadair CRJ-100 Series,66,0,5,71,0,32,2102,14.4
Air Wisconsin,Air Wisconsin,De Havilland Canada DHC-8 Dash 8,0,0,12,12,0,7,-1,-1
Air Wisconsin,Air Wisconsin,Dornier Do-328,0,0,23,23,0,8,-1,-1
AirAsia,AirAsia,Airbus A320,77,0,30,107,301,98,7546,6.2
AirAsia,AirAsia India,Airbus A320,8,0,0,8,12,98,784,6.6
AirAsia,AirAsia Japan,Airbus A320,2,0,5,7,0,98,196,1.1
AirAsia,Thai AirAsia,Airbus A320,50,2,0,52,0,98,4900,5
AirAsia,Indonesia AirAsia,Airbus A320,17,0,17,34,0,98,1666,6
AirAsia,Indonesia AirAsia X,Airbus A320,5,0,0,5,30,98,490,7.6
AirAsia,Philippines AirAsia,Airbus A320,15,0,0,0,20,98,1470,-1
AirAsia,AirAsia,Airbus A321,0,0,0,0,100,115,-1,-1
AirAsia,AirAsia X,Airbus A330,22,0,8,30,66,240,5280,4
AirAsia,Thai AirAsia X,Airbus A330,6,0,0,6,0,240,1440,7.8
AirAsia,Indonesia AirAsia X,Airbus A330,2,0,0,2,0,240,480,11.4
AirAsia,AirAsia X,Airbus A340,0,0,2,2,0,216,-1,-1
AirAsia,AirAsia X,Airbus A350,0,0,0,0,10,312,-1,-1
AirAsia,AirAsia,Boeing 737,0,0,32,32,0,74,-1,-1
AirAsia,Thai AirAsia,Boeing 737,0,0,14,14,0,74,-1,-1
AirAsia,Indonesia AirAsia,Boeing 737,0,0,12,12,0,74,-1,-1
AirAsia,AirAsia,Boeing 747,0,0,3,3,0,316,-1,-1
AirAsia,AirAsia,McDonnell Douglas MD-11,0,0,1,1,0,175,-1,-1
Alaska Airlines,Alaska Airlines,Boeing 737,157,2,39,198,57,74,11615,9
Alaska Airlines,Alaska Airlines,Canadair CRJ-700,1,0,7,8,0,41,41,15.2
Alaska Airlines,Horizon Air,Canadair CRJ-700,0,0,21,21,0,41,-1,-1
Alaska Airlines,Horizon Air,De Havilland Canada DHC-8 Dash 8,52,0,56,108,2,31,1628,10.2
Alaska Airlines,Horizon Air,Dornier Do-328,0,0,12,12,0,8,-1,-1
Alaska Airlines,Horizon Air,Embraer E175,0,0,0,0,30,39,-1,-1
Alaska Airlines,Alaska Airlines,Embraer ERJ-170,15,0,0,15,0,39,581,0.8
Alaska Airlines,Alaska Airlines,McDonnell Douglas MD-80,0,0,48,48,0,45,-1,-1
Alitalia,Alitalia,Airbus A300,0,0,14,14,0,75,-1,-1
Alitalia,Alitalia,Airbus A319,22,0,0,22,0,90,1971,9.7
