Season,Episode,Rating,Name,Spoken
5,5,9.4,Chang,76
5,6,8.2,Chang,285
5,7,7.9,Chang,208
5,8,9.0,Chang,81
5,9,8.1,Chang,136
5,10,8.5,Chang,56
5,11,8.0,Chang,51
5,12,7.9,Chang,61
5,13,8.3,Chang,100
6,1,7.9,Chang,127
6,2,7.7,Chang,108
6,3,7.9,Chang,187
6,4,8.2,Chang,290
6,5,7.9,Chang,114
6,6,7.8,Chang,172
6,7,7.5,Chang,186
6,8,8.0,Chang,376
6,9,7.8,Chang,259
6,10,7.7,Chang,9
6,11,9.1,Chang,54
6,12,8.6,Chang,190
6,13,9.6,Chang,184
